Taxa,Achnanthes_sp.,Amphora_ovalis,Attheya_zochariasi,Cocconeis_placentula,Coscinodiscus_sp.,Cyclotella_sp.,Cymatopleura_sp.,Cymbella_sp.,Diatoma_vulgare,Diploneis_ovalis,Eunotia_pectinalis,Eunotia_valida,Fragilaria_capucina,Fragilaria_sp.,Frustulia_sp.,Gomphonema_sp.,Gyrosigma_spenceri,Melosira_granulata,Navicula_sp.,Navicula_viridula,Nitzschia_linearis,Nitzschia_sp.,Pinnularia_nobilis,Rhizosolenia_longiseta,Stauroneis_acuta,Surirella_sp.,Synedra_acus,Synedra_sp.,Synedra_ulna,Tabellaria_sp.,?Tetraedron_enorme,Actinastrum_fluviatile,Ankistrodesmus_acicularis,Ankistrodesmus_convolutus,Ankistrodesmus_falcatus,Ankistrodesmus_falcatus_var._mirabilis,Ankistrodesmus_spiralis,Botryococcus_braunii,Chlamydomonas_sp.,Chlorella_sp.,Chlorogonium_elongatum,Chodatella_cilliata,Chodatella_longiseta,Chodatella_wratislaviensis,Closteriopsis_sp.,Closterium_kutzingii,Closterium_parvulum,Closterium_sp.,Coelastrum_microporum,Coelastrum_reticulatum,Coelastrum_sphaericum,Cosmarium_angulosum,Cosmarium_bioculatum,Cosmarium_circulare,Cosmarium_connatum,Cosmarium_depressum,Cosmarium_formosulum,Cosmarium_globosum,Cosmarium_obsoletum,Cosmarium_obtusatum,Cosmarium_quadrum,Cosmarium_sp.,Cosmarium_trilobulatum,Cosmarium_turgidum,Crucigenia_apiculata,Crucigenia_lauterbornei,Crucigenia_quadrata,Crucigenia_rectangularis,Crucigenia_tetrapedia,Dictyosphaeria_cavernosa,Dictyosphaerium_pulchellum,Echinosphaerella_limnetica,Elakatothrix_gelatinosa,Euastrum_elegans,Eudorina_elegans,Gloeocystis_sp.,Golenkinia_paucispina,Gonatozygon_kinahani,Gonium_pectorale,Kirchneriella_contorta,Kirchneriella_lunaris_,Kirchneriella_obesa,Micractinium_pusillum,Mougeotia_sp.,Nephrocytium_agardhianum,Oedogonium_sp.,Oocystis_lacustris,Pediastrum_biradiatum,Pediastrum_duplex,Pediastrum_simplex,Pediastrum_tetras_var._tetraodon,Platrotaenium_trabecula,Pleodorina_californica,Pteromonas_sp.,Quadrigula_sp.,Radiococcus_sp.,Raphidonema_nivale,Scenedesmus_acuminatus,Scenedesmus_arcuatus,Scenedesmus_armatus,Scenedesmus_bicaudatus,Scenedesmus_bijuga,Scenedesmus_denticulatus,Scenedesmus_dimorphus,Scenedesmus_javaensis,Scenedesmus_obliquus,Scenedesmus_perforatas,Scenedesmus_quadricauda,Schroederia_nitzschioides,Schroederia_robusta,Schroederia_setigera,Schroederia_spiralis,Scotiella_sinica,Selenastrum_bibraianum,Selenastrum_minutum,Sphaerocystis_schroeteri,Spondylosium_sp.,Staurastrum_aristiferum,Staurastrum_bifidum,Staurastrum_brevispinum,Staurastrum_connatum,Staurastrum_crenulatum,Staurastrum_gracile,Staurastrum_leptodermum,Staurastrum_paradoxum,Staurastrum_sp.,Staurodesmus_sp.,Tetrachlorella_sp.,Tetradesmus_wisconsinense,Tetraedron_bifurcatum,Tetraedron_caudatum,Tetraedron_hastatum,Tetraedron_hastatum_var._palatinum,Tetraedron_minimum,Tetraedron_trigonum,Tetraedron_trilobulatum,Tetraedron_tumidulum,Tetrallantos_lagerkeimii,Tetrastrum_staurogeniaeforme,Treubaria_crassispina,Treubaria_triappendiculata,Westella_botryoides,Westella_linearis,Xanthidium_cristatum,Dinobryon_cylindricum,Mallomonas_acaroides,Mallomonas_elongata,Mallomonas_oviformis,Synura_sp.,Chroomonas_caudata,Cryptomonas_erosa,Cryptomonas_marssonii,Cryptomonas_ovata,Cryptomonas_rostrata,Anabaena_sp.,Anabaenopsis_circularis,Aphanizomenon_sp.,Aphanocapsa_sp.,Aphanothece_sp.,Chroococcus_sp.,Coelosphaerium_kutzingianum,Cylindrospermopsis_raciborskii,Gomphosphaeria_sp.,Lyngbya_sp.,Merismopedia_elegans,Merismopedia_punctata,Merismopedia_tenuissima,Microcystis_aeruginosa,Microcystis_flosaquae,Microcystis_ichthyoblabe,Microcystis_novacekii,Microcystis_wesenbergii,Pseudanabaena_sp.,Raphidiopsis_sp.,Rhabdogloea_sp.,Spirulina_major,Ceratium_hirundinella,Glenodinium_pulvisculus,Gymnodinium_gyomnodinium,Peridiniopsis_cunningtonii,Peridinium_sp.,Euglena_amoeboides,Euglena_caudata,Euglena_clara,Euglena_deses,Euglena_interrupta,Euglena_oxyuris,Euglena_pisciformis,Lepocinclis_texta,Phacus_acuminatus,Phacus_longicauda,Phacus_pleuronectes,Strombomonas_ensifera,Trachelomonas_granulata,Trachelomonas_oblonga,Trachelomonas_reticulata
FJ2018041,228466.5217,,,17574.34783,,175743.4783,,8787.173913,,,,,,,,,,123020.4348,8787.173913,,,26361.52174,,,,,17574.34783,,,,,,369061.3043,35148.69565,,,,,,1555329.783,,,,,,,,,17574.34783,8787.173913,8787.173913,43935.86957,17574.34783,,,,,52723.04348,,,,,52723.04348,,,,,,,,,,,8787.173913,,,8787.173913,,,,8787.173913,,,8787.173913,,0,17574.34783,,,,17574.34783,,,,,,,,,26361.52174,114233.2609,8787.173913,8787.173913,,,,8787.173913,,,,,,,,,,,,,,,,,,,,8787.173913,,,,,,,8787.173913,8787.173913,,,,,,,,26361.52174,,,,,8787.173913,,834781.5217,,,8787.173913,,,,,0,0,123020.4348,,,,,8787.173913,,,0,0,0,0,0,8787.173913,316338.2609,,,,8787.173913,,,,,,,,,,,,8787.173913,,17574.34783,,,,61510.21739
FJ2018042,181197.5862,,,34845.68966,,146351.8966,,,,,,,,,,,,97567.93103,20907.41379,,,13938.27586,,,6969.137931,,41814.82759,,,,,,299672.931,,,,,,,1170815.172,,,,,,,,,,,,13938.27586,27876.55172,,,,,27876.55172,,,,,62722.24138,,,,,,,,,,,0,,,,,,,27876.55172,,,69691.37931,,0,,,,,6969.137931,,,,,,,,,41814.82759,41814.82759,6969.137931,,,,,,,,13938.27586,,,,,,,,,,,,20907.41379,,,,,,,,20907.41379,,,,,27876.55172,,,,,,,,,,,,,,,348456.8966,,,20907.41379,,,,,0,0,62722.24138,,,,,,111506.2069,,0,0,0,0,0,6969.137931,355426.0345,,,,13938.27586,,,111506.2069,,,,,,,,,13938.27586,,13938.27586,,,,41814.82759
FJ2018043,279097.381,,,19248.09524,,57744.28571,,,,,,,,19248.09524,,9624.047619,,153984.7619,9624.047619,,,19248.09524,,,,,67368.33333,,,,,,250225.2381,,,,,,,1597591.905,,,,,19248.09524,,,,,9624.047619,,19248.09524,28872.14286,,9624.047619,,,9624.047619,,,,,38496.19048,,,,,,9624.047619,,,,,0,9624.047619,,,,,,28872.14286,,,144360.7143,,0,9624.047619,,,,38496.19048,,,,,,,,,19248.09524,67368.33333,,9624.047619,,,,,19248.09524,,19248.09524,,,,,,,,,,,,,,,,,,,,,,,,,9624.047619,9624.047619,,,,,,,,,19248.09524,,,,,885412.381,,,57744.28571,,,76992.38095,,0,0,96240.47619,,,,,,38496.19048,,0,0,0,0,0,19248.09524,567818.8095,,,,19248.09524,,,48120.2381,,,,,9624.047619,,,9624.047619,9624.047619,,9624.047619,9624.047619,,,28872.14286
FJ2018045,85371.93966,,,5226.853448,,27876.55172,,,,,,,,3484.568966,,,,1742.284483,,,,3484.568966,,,,,,,,,,,24391.98276,,,,,,,189909.0086,,,,,3484.568966,,,,,,1742.284483,24391.98276,1742.284483,,5226.853448,1742.284483,,6969.137931,,,,,1742.284483,,,,,,,,,,,0,,,,,,,10453.7069,,,,,0,5226.853448,,,,1742.284483,,,,,,,,,5226.853448,13938.27586,,1742.284483,,,,1742.284483,,,1742.284483,,,,1742.284483,,,,,,,,,,,,,,,,1742.284483,,,,6969.137931,10453.7069,1742.284483,6969.137931,,,,,,,,,,,,,76660.51724,,,5226.853448,,,146351.8966,,0,0,20907.41379,,19165.12931,,,,6969.137931,,0,0,0,0,0,1742.284483,114990.7759,,,,,,,5226.853448,,,,,,,1742.284483,1742.284483,,,3484.568966,,,,12195.99138
FJ2018046,670137.6316,,,,,63822.63158,,,,,,,,10637.10526,,,,31911.31579,,,,,,,,,,,,,,,42548.42105,,,,,,,436121.3158,,,,,,,,,10637.10526,,,31911.31579,,,,,,10637.10526,,,,,10637.10526,,,,,,,,,,,0,,,,,,,21274.21053,,,,,0,,,,,10637.10526,,,,,,,,,,42548.42105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10637.10526,,,,,10637.10526,,,,,,,,,,,,,,,329750.2632,,,21274.21053,,,2861381.316,,0,0,63822.63158,,,,,,,,0,0,0,0,0,10637.10526,478669.7368,,,,,,,,,,,,,,,21274.21053,10637.10526,,,,,,117008.1579
FJ2018047,1616840,,,75789.375,,75789.375,,,,,,,,,,,,50526.25,,,,,,,,,,25263.125,,,,,884209.375,,,,,,,1061051.25,,,,,,,,,,,50526.25,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,25263.125,,,50526.25,,0,,,,,,,,,,,,,,25263.125,50526.25,,,,,,,50526.25,,,,,,,,,,,,,,25263.125,,,,,,,,,25263.125,,,,50526.25,,,,,,,,,,,,,25263.125,,1061051.25,,,25263.125,,,1869471.25,,0,0,50526.25,,,,,50526.25,429473.125,,0,0,0,0,0,277894.375,4901046.25,,,,,,,,,,,,,,,,,,,,,,50526.25
FJ2018062,237770.5882,,,,,23777.05882,,,,,,,,23777.05882,,,,23777.05882,,,,,,,,,,,,,,,35665.58824,,,,,,,725200.2941,,,,,23777.05882,,,,11888.52941,47554.11765,,47554.11765,,,,,11888.52941,11888.52941,,,,,11888.52941,,,,,,,,,,,0,,,,,,,35665.58824,,,,,0,35665.58824,,,,,,,,,,,,,,106996.7647,,,11888.52941,,,,59442.64706,,47554.11765,,,,11888.52941,,,,,,,,11888.52941,,,,,,,,11888.52941,,,,11888.52941,35665.58824,,,,,,,,,,,,,,,475541.1765,11888.52941,,,,,47554.11765,,0,0,130773.8235,,,,,11888.52941,118885.2941,,0,0,0,0,570649.4118,606315,3067240.588,,,,,,,,,,,,,,,,23777.05882,,,,,,71331.17647
FJ2018063,261987.963,,,74853.7037,,67368.33333,,,,,,,,,,,,52397.59259,,,,,,,,,22456.11111,,,,,,134736.6667,,,,,7485.37037,,1235086.111,,,,,,,,,7485.37037,14970.74074,,29941.48148,,,14970.74074,,,7485.37037,,,,,59882.96296,,,,,,,,,,,0,,,,,,,14970.74074,,,,,0,7485.37037,,,,,,,,,7485.37037,,,,7485.37037,67368.33333,,,,,,,29941.48148,,104795.1852,,,,,,,,,,,,,,,,,,,,,,,,7485.37037,44912.22222,,14970.74074,,,,,,,,,,,7485.37037,,209590.3704,,,,,,37426.85185,,0,0,74853.7037,,,,,29941.48148,112280.5556,,0,0,0,0,0,22456.11111,733566.2963,,,,,,,14970.74074,,,,,,,,14970.74074,,,7485.37037,,,,209590.3704
FJ2018064,357052.1667,,,26947.33333,,20210.5,,,,,,,,,,,,20210.5,,,,,,,,,,6736.833333,,,,,47157.83333,10105.25,,,,6736.833333,,481683.5833,,,,,,,,,6736.833333,,,47157.83333,,,13473.66667,,,6736.833333,,,,,3368.416667,,,,,10105.25,,,,,,0,6736.833333,,,,,,33684.16667,,,,,0,3368.416667,,,,,,,,,,,,,,53894.66667,3368.416667,,,,,,13473.66667,,,,,,,,,,,,,,,3368.416667,,,,,,,,,,,16842.08333,,3368.416667,,,,,,,,,,,,,,16842.08333,,,6736.833333,,,6736.833333,,134736.6667,269473.3333,111157.75,,,,,,70736.75,,0,0,0,0,0,6736.833333,188631.3333,,,,,,,,,,,,,,,3368.416667,,,10105.25,,,,30315.75
FJ2018065,574736.0938,,,37894.6875,,69473.59375,,6315.78125,,,,,,6315.78125,,,,50526.25,,,,,,,,,,,,,,,44210.46875,,,,,,,745262.1875,,,,,,,,,6315.78125,6315.78125,,50526.25,,,6315.78125,,,,,,,,12631.5625,,,,,,,,,,,6315.78125,,,,,,,18947.34375,,,,,0,25263.125,,,,,,,,,,,,,,88420.9375,,,,,,,,,6315.78125,,,,,,,,,,,6315.78125,6315.78125,12631.5625,,,,,,,,,,,12631.5625,18947.34375,,,,,,25263.125,,6315.78125,,,,,,,31578.90625,,,,,,,,1136840.625,1717892.5,429473.125,,,,,,56842.03125,,0,0,0,0,0,6315.78125,448420.4688,,,,,,,,,,,,,,,6315.78125,,,6315.78125,,,,56842.03125
FJ2018066,220818.4259,,,7485.37037,,127251.2963,,,,,,,,,,,,18713.42593,,,,,,,,,3742.685185,,,,,,71111.01852,7485.37037,,,,,,565145.463,,,,,22456.11111,,,,,,,63625.64815,,,11228.05556,,,11228.05556,,,,,22456.11111,,,,,,7485.37037,,,,,0,,,,,,,14970.74074,,,7485.37037,,0,3742.685185,,,,,,,,,,,,,,18713.42593,,,,,,,3742.685185,,14970.74074,,,,,,,,,,,18713.42593,3742.685185,3742.685185,,,,3742.685185,,,,,,,3742.685185,,,,,,,,,,,,,,,,3742.685185,,,7485.37037,,,,,299414.8148,1317425.185,160935.463,,,,,,,,0,0,0,0,0,,224561.1111,,,,,,,,,,,,,,,,,,26198.7963,,,,29941.48148
FJ2018067,1639296.111,,,22456.11111,,336841.6667,,,,,,,22456.11111,,,,,202105,,,,,,,,,67368.33333,,,,,,696139.4444,,,,,44912.22222,,2200698.889,,,,,,,,,,22456.11111,,359297.7778,,,,67368.33333,,,,,,,89824.44444,,,,,44912.22222,,,,,,0,,,,,,,202105,,,,,0,,,,,,,22456.11111,,,,,,,,202105,,,,,,,,,89824.44444,,,,,,,,,,,,112280.5556,22456.11111,,,,,,,,,,,,112280.5556,,,,,,,,,,,,,,,291929.4444,,,,,,22456.11111,,0,0,,,,,,,179648.8889,,0,0,0,0,0,,4670871.111,,,,,,,,,,,,,,,,,,112280.5556,,,,179648.8889
FJ2018068,885412.381,,,28872.14286,,57744.28571,,,,,,,,,,,,9624.047619,,,,,,,,,,,,,,,211729.0476,,,,,,,760299.7619,,,,,,,,,,,,9624.047619,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,19248.09524,,,,,0,,,,,,,,,,,,9624.047619,,,76992.38095,,,,,,,,,,,,,,,,,,,,28872.14286,,,,,,,,,,,,,,19248.09524,,,,,,,,,,,,,,,57744.28571,9624.047619,,,,,,,0,0,67368.33333,,,,,,,,0,0,0,0,0,,2540748.571,,,,9624.047619,,,,,,,,,,,,,,,,,,28872.14286
FJ2018070,734927.2727,,,45932.95455,,91865.90909,,,,,,,,9186.590909,,,,128612.2727,,,,18373.18182,,,,,9186.590909,,,,,,174545.2273,,,,,,,900285.9091,,,,,18373.18182,,,,27559.77273,,18373.18182,18373.18182,,,,,,,,,,,,,,,,36746.36364,,,,,,0,9186.590909,,,,,,18373.18182,,,,,0,18373.18182,,,,,,,,,,,,,,64306.13636,,,,,,,18373.18182,,9186.590909,,,,,,,,,,,,,,,,,,,,,36746.36364,,,9186.590909,45932.95455,,,,,,18373.18182,,,,,,,,,18373.18182,,,9186.590909,,,36746.36364,,0,0,128612.2727,,,,,27559.77273,91865.90909,,0,0,0,0,0,27559.77273,1635213.182,,,,,,,9186.590909,,,,,,,,,9186.590909,,18373.18182,,,,110239.0909
FJ2018071,956630.3333,,,26947.33333,,87578.83333,,,,,,,,6736.833333,,,,114526.1667,,,,,,,,,,,,,,,53894.66667,,,,,,,478315.1667,,,,,,,,,26947.33333,6736.833333,,13473.66667,,,,,,26947.33333,,,,,20210.5,,,,,6736.833333,,,,,,0,,,,,,,80842,,,,,0,13473.66667,,,,,,,,,,,,,,87578.83333,,,6736.833333,,,,498525.6667,,33684.16667,,,,,,,,,,,,13473.66667,,,,,,,,,,,,,20210.5,,,,,,60631.5,,,,,,,,,74105.16667,,,,,,,,0,0,40421,,,,6736.833333,13473.66667,26947.33333,,0,0,0,0,0,67368.33333,437894.1667,,,,,,,13473.66667,,,,,,,,6736.833333,13473.66667,,,,,,33684.16667
FJ2018072,769923.8095,,,67368.33333,,192480.9524,,,,,,,,,,,,529322.619,,,,,,,,,,,,,,,67368.33333,,,,,9624.047619,,298345.4762,,9624.047619,,,28872.14286,,,,9624.047619,9624.047619,,125112.619,,,,,,28872.14286,,,,,67368.33333,,,,,28872.14286,,76992.38095,,,,0,9624.047619,,,,,,,,,,,0,,,,,,,,,,,,,,,105864.5238,,,,,,,1559095.714,,67368.33333,,,,,,,,,,,,9624.047619,,,,,9624.047619,,,,,,,28872.14286,19248.09524,,163608.8095,,,,,,,,,,,,,19248.09524,,,,,,,,0,153984.7619,86616.42857,,19248.09524,,,,67368.33333,,0,0,0,0,0,9624.047619,317593.5714,,,,,,,,,,,,,,,,,,9624.047619,,,,9624.047619
FJ2018073,505262.5,,,7773.269231,,194331.7308,,7773.269231,,,,,,,,,,956112.1154,,,,,,,,15546.53846,15546.53846,,,,,,,,,,,7773.269231,,287610.9615,,7773.269231,,,31093.07692,,,,,,,15546.53846,,,,,,7773.269231,,,,,15546.53846,,,,,38866.34615,,31093.07692,,,,0,,62186.15385,,,,,38866.34615,,,,,0,,,,,,,,,,,,,,,7773.269231,,,,,,,1329229.038,,15546.53846,,,,,,,,,,,,23319.80769,7773.269231,,,,,,,,,,,15546.53846,,,38866.34615,,,,,,,,,,,,,23319.80769,,,,,,,,0,0,69959.42308,,,,,,77732.69231,,0,0,0,0,0,,31093.07692,,,,,,,,,,,,,,,,,,,,,,7773.269231
FJ2018088,144360.7143,,,,,567818.8095,,,,,,,,,,,,2107666.429,,,,9624.047619,,,,,19248.09524,,,,,,,19248.09524,,,,,,779547.8571,,48120.2381,,,28872.14286,,,,,9624.047619,9624.047619,,,,,,,38496.19048,,,,9624.047619,48120.2381,,,,,,,,,,,9624.047619,28872.14286,,,,,,57744.28571,,,,,0,28872.14286,,,,,,,,,,,,,,57744.28571,,,,,,,28872.14286,,461954.2857,,,,,,,,,,,9624.047619,19248.09524,38496.19048,,,,,,,,,,,,19248.09524,,,,,,,,,,,,,,,9624.047619,,,19248.09524,,,,,0,153984.7619,38496.19048,,,,,,38496.19048,,0,0,0,0,0,,134736.6667,,,,,,,,,,,,,,,,,,9624.047619,,,,
FJ2018089,34979.71154,,,27206.44231,,369230.2885,,,,,,,,,,,,524695.6731,,,,,,,,,,,,,,,7773.269231,,,,,,,509149.1346,,,,,3886.634615,,,,,,11659.90385,3886.634615,3886.634615,,,,,,,,,,3886.634615,,,,,,31093.07692,11659.90385,,,,19433.17308,,3886.634615,,,,,58299.51923,,,,,0,,,,,,,,,,,,,,,42752.98077,,,,,,3886.634615,62186.15385,,38866.34615,,,,,,,,,,,,3886.634615,7773.269231,,,,,,,3886.634615,,,,,23319.80769,,15546.53846,,,,,,,,,,,,,15546.53846,,,,,,,7773.269231,77732.69231,0,31093.07692,,,,,,11659.90385,,0,0,0,0,0,11659.90385,7773.269231,,,,,,,,,,,,,,,,,3886.634615,3886.634615,,,,23319.80769
FJ2018090,39587.57732,,,18752.01031,,106261.3918,,,,,,,,2083.556701,,,,43754.69072,2083.556701,,,,,,2083.556701,,,,,,,,,4167.113402,,,,,,335452.6289,,4167.113402,,,4167.113402,,,,10417.78351,,2083.556701,6250.670103,,,,,,6250.670103,,,,,8334.226804,,,,,8334.226804,2083.556701,,,,,0,,6250.670103,2083.556701,,,,50005.36082,,,,,0,2083.556701,,,,,,,,,,,,2083.556701,2083.556701,50005.36082,,,2083.556701,,,,25002.68041,,33336.90722,,,,4167.113402,,,,,,,,6250.670103,,,,,2083.556701,,,2083.556701,,,,4167.113402,4167.113402,,,,,,,,,,,,,4167.113402,,4167.113402,,,,,,2083.556701,6250.670103,125013.4021,0,154183.1959,,,,,,41671.13402,,0,43754.69072,0,0,0,2083.556701,4167.113402,,,,,,,,,,,,,,4167.113402,,,,6250.670103,,,,4167.113402
FJ2018091,70430.5303,,,18373.18182,,165358.6364,,,,,,,,,3062.19697,,,146985.4545,,,,,,,,,,,,,,,,9186.590909,,,,,,615501.5909,,3062.19697,,,12248.78788,,,,,,3062.19697,,,,,,,3062.19697,,,,,3062.19697,,,3062.19697,,18373.18182,,,,,,0,3062.19697,,,3062.19697,,,88803.71212,,,,,0,,,,,,,,,,,,,3062.19697,,39808.56061,,,3062.19697,,,,61243.93939,,64306.13636,,,,,,,,,,,,,,,,,,,,,,,,,6124.393939,,12248.78788,,,,24497.57576,,,,,,,,,6124.393939,,,,,,,,0,0,58181.74242,,,3062.19697,,,39808.56061,,0,0,0,0,0,18373.18182,18373.18182,,,,,,,,,,,,,,,,3062.19697,,,,,,3062.19697
FJ2018092,62186.15385,,,31093.07692,,31093.07692,,,,,,,,,,,,217651.5385,,,,15546.53846,,,,,31093.07692,,,,,,,,,,,,,1337002.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15546.53846,,,46639.61538,,,15546.53846,,,,,0,15546.53846,,,,,,,,,,,,,,62186.15385,,,,,,,,,31093.07692,,,,,,,,,,,,,,,,,,,,,,,,15546.53846,,,,,,,,,,,,,,,,46639.61538,,,,,,,,0,0,,,,,,,5161450.769,,0,0,0,0,0,917245.7692,77732.69231,,,,15546.53846,,,15546.53846,,,,,93279.23077,,,,15546.53846,,,,,,
FJ2018094,80323.78205,,,18137.62821,2591.089744,220242.6282,,,,,,,,2591.089744,,10364.35897,,186558.4615,,,,2591.089744,,,,,,,,,,,5182.179487,77732.69231,,,,,,212469.359,,,,,23319.80769,,,,,,2591.089744,,,,,,,,,,,,,,,,,7773.269231,7773.269231,,,,,0,,,,,,,62186.15385,,,,,0,15546.53846,,,,5182.179487,,,5182.179487,,5182.179487,,2591.089744,,,59595.0641,,,5182.179487,,,,12955.44872,,12955.44872,,,,,,,,,,,,5182.179487,,,,,,,,,2591.089744,,,10364.35897,5182.179487,,10364.35897,,,,10364.35897,,,,,,,,,7773.269231,,,,,,,,0,0,20728.71795,,,,,,80323.78205,,0,0,0,0,0,5182.179487,82914.87179,,,,,,,2591.089744,,,,,,,,,,2591.089744,,,,,5182.179487
FJ2018095,42442.05,,,22231.55,4042.1,232420.75,,,,,,,2021.05,2021.05,,2021.05,,181894.5,2021.05,,,2021.05,2021.05,,,2021.05,,,,,,,18189.45,10105.25,,,,,,323368,,,,,6063.15,,,,2021.05,,,,,,,,,2021.05,,,,,,,,,,,4042.1,,,,,0,2021.05,,,,,,24252.6,,,,,0,2021.05,,,,,,,,,,,,,,16168.4,,,,,,2021.05,8084.2,,10105.25,,,,,,,,,,,,,,,,,2021.05,,,,2021.05,,,,8084.2,,,,,,,,,,,,,,,8084.2,,,,,,,,0,16168.4,10105.25,,,,,,6063.15,,0,0,0,0,0,,38399.95,,,,,,,2021.05,,,,,,,,,4042.1,,2021.05,,,,
FJ2019003,46265,2435,,4870,7305,260545,,,,,,,,,,,,289765,2435,,,12175,,,2435,,2435,,,,,,9740,21915,,,,,,360380,,,,,9740,,,,2435,,,,,,,,,,,,,,,,,,,,12175,,,,,0,2435,,,,,,38960,,,,,0,,,,,,,,,,,,,,2435,19480,,,,,,2435,2435,,19480,,,,2435,,,,,,,,,,,,2435,,,,,2435,,,,4870,,,,,,,,,,,,,,,9740,,,,,,,,0,0,21915,,,,2435,,2435,,0,0,0,0,0,4870,36525,,,,,,,,,,,2435,,,,,,2435,,,,,
FJ2019010,41395,,,2435,17045,255675,,7305,,,,,,,,2435,,289765,9740,,,4870,2435,,,,,,,,,,9740,9740,,,,,,360380,,,,,7305,,,,,,,,,,,,,,,,,,,,,,,,4870,,,,,0,,,,,,,24350,,,4870,,0,,,,,,,,,,2435,,,,,19480,4870,,,,,,,,2435,,,,,,,,,,,,,,,,,,,,,,,,,9740,,,,,,,,,,,,,,,2435,,,,,,,,0,0,4870,,,,,,4870,,0,0,0,0,0,2435,104705,,,,,,,,,,,,,,,,7305,,,,,,4870
FJ2019017,54051.33721,,,9400.232558,,253806.2791,,2350.05814,,,,,2350.05814,,,,,291407.2093,2350.05814,,,2350.05814,,,,,,,,,,,11750.2907,23500.5814,,,,,,321957.9651,,,,,21150.52326,,,,,,,,,,,,,,,,,,,,,,,4700.116279,11750.2907,,,,,0,,,,,,,4700.116279,,,,,0,,,,,2350.05814,,,,,,,,,,11750.2907,,,,,,,,,4700.116279,,,,4700.116279,,,,,,,,,,,,,,,,,,,,,7050.174419,,,,,,,,,,,,,4700.116279,,7050.174419,,,,,,,,0,0,,,,,,,,,0,0,0,0,0,11750.2907,96352.38372,,,,,,,2350.05814,2350.05814,,,,,,,,,4700.116279,,,,,
FJ2019018,24917.05479,,,8305.684932,8305.684932,318384.589,,,,,,,,2768.561644,2768.561644,,,274087.6027,2768.561644,,,2768.561644,2768.561644,,,,,,,,,,11074.24658,22148.49315,,,,,,578629.3836,,,,,19379.93151,,,,,,,,,,,,,,,,,,,,,,,5537.123288,11074.24658,,,,,0,,,,,,,24917.05479,,,8305.684932,,0,,,,,,,,,,,,,,,19379.93151,,,,,,,,,5537.123288,,,,,,,,,,,,,,,,,,,,,,,,,5537.123288,,,,,,,,,,,,,,,,,,,,,,,0,0,8305.684932,,,,,,,,0,0,0,0,0,,33222.73973,,,,,,,,,,,,,,,,,2768.561644,2768.561644,,,,
FJ2019019,14970.74074,,,3742.685185,,258245.2778,,3742.685185,,,,,,3742.685185,,,,280701.3889,,,,,,,,,,,,,,,26198.7963,11228.05556,7485.37037,,,,,1107834.815,,,,,11228.05556,,,,3742.685185,,,,,,,,,,,,,,,,,,,,7485.37037,,,,,0,,,,,,,33684.16667,,,,,0,,,,,,,,,,3742.685185,,,,,26198.7963,,,,,,,,,11228.05556,,,,7485.37037,,,,,,,,,,,,,3742.685185,,,,,,,,3742.685185,,,,,,,,,,,,,,,3742.685185,,,,,,,,0,0,18713.42593,,,,,,3742.685185,,0,0,0,0,0,,14970.74074,,,,,,,,,,,,,,,3742.685185,,,,,,,3742.685185
FJ2019020,19248.09524,4812.02381,,,9624.047619,1217442.024,,,,,,,,4812.02381,,,,298345.4762,4812.02381,,,9624.047619,,,,,4812.02381,,,,,,33684.16667,9624.047619,,,,,,659247.2619,,,,,33684.16667,,,,,,,,,,,,,,,,,,,,,,,19248.09524,14436.07143,,,,,0,,,,,,,14436.07143,,,,,0,,,,,,,,,,,,,,,24060.11905,,,,,,,,,14436.07143,,,,4812.02381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812.02381,,,,,,,,0,0,9624.047619,,,,,,4812.02381,,0,0,0,0,0,,14436.07143,,,,,,,9624.047619,,,,,,,,,4812.02381,9624.047619,,,,,
FJ2019021,25664.12698,,,19248.09524,6416.031746,346465.7143,,,,,,,,,,,,240601.1905,,,,9624.047619,,,,,32080.15873,,,,,,173232.8571,,,,,,,500450.4762,,,,,44912.22222,,,,,,,,,,,,,,,,,,,,,,,,22456.11111,3208.015873,,,,3208.015873,,,,,,,6416.031746,,,,,0,,,,,,,,,,,,,,,32080.15873,,,6416.031746,,,3208.015873,,,32080.15873,,,,6416.031746,,,,,,,,,,,,,,,,,,,,3208.015873,,,,,,,,,,,,,,3208.015873,,3208.015873,,,,,,,,0,0,25664.12698,,,,,3208.015873,12832.06349,,0,0,0,0,0,3208.015873,25664.12698,,,,,,,3208.015873,,,,,,,,,,6416.031746,,,,,
